Filename,Technique,Kernel,Method,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10
WW172S100G0.mat,gaussian,11,q1,"[[  0 276]
 [  0 101]
 [529  91]
 [529 173]]","[[  0 272]
 [  0  84]
 [529  84]
 [529 197]]","[[  0 280]
 [  0 106]
 [529 115]
 [529 178]]","[[  0 280]
 [  0 100]
 [529 118]
 [529 158]]","[[  0 272]
 [  0 116]
 [529 111]
 [529 169]]","[[  0 288]
 [  0 107]
 [529  99]
 [529 167]]","[[  0 250]
 [  0  89]
 [529  70]
 [529 165]]","[[  0 243]
 [  0  89]
 [529  75]
 [529 167]]","[[  0 270]
 [  0 109]
 [529 109]
 [529 177]]","[[  0 194]
 [  0  52]
 [529  52]
 [529  86]]"
WW172S100G0.mat,gaussian,11,avg_min_intensity,[],"[[  0 239]
 [  0  75]
 [529 121]
 [529 135]]","[[  0 273]
 [  0  93]
 [529  93]
 [529 161]]","[[  0 298]
 [  0  81]
 [529  89]
 [529 205]]","[[  0 237]
 [  0  97]
 [529  53]
 [529 136]]","[[  0 240]
 [  0  87]
 [529  96]
 [529 148]]","[[  0 451]
 [  0 193]
 [529 193]
 [529 366]]","[[  0 209]
 [  0  84]
 [529  75]
 [529 115]]","[[  0 280]
 [  0 101]
 [529  93]
 [529 176]]","[[  0 264]
 [  0  87]
 [529  74]
 [529 156]]"
WW172S125GP10.mat,gaussian,3,q1,"[[  0 269]
 [  0  55]
 [529  55]
 [529 167]]","[[  0 198]
 [  0  43]
 [529  34]
 [529  95]]","[[  0 202]
 [  0  69]
 [529  69]
 [529 147]]","[[  0 169]
 [  0  53]
 [529  44]
 [529  94]]","[[  0 261]
 [  0  70]
 [529  70]
 [529 149]]","[[  0 248]
 [  0  45]
 [529  45]
 [529 137]]","[[  0 225]
 [  0  84]
 [529  84]
 [529 160]]","[[  0 176]
 [  0  52]
 [529  33]
 [529  74]]","[[  0 207]
 [  0  45]
 [529  36]
 [529 105]]","[[  0 234]
 [  0  41]
 [529  45]
 [529 110]]"
WW172S125GP10.mat,gaussian,3,avg_min_intensity,"[[  0  41]
 [  0  13]
 [529  -4]
 [529  14]]","[[  0 224]
 [  0  56]
 [529  52]
 [529 122]]","[[  0 283]
 [  0 111]
 [529 120]
 [529 176]]","[[  0 326]
 [  0  94]
 [529  85]
 [529 224]]","[[  0 209]
 [  0  52]
 [529  24]
 [529  68]]","[[  0 264]
 [  0  81]
 [529  81]
 [529 161]]","[[  0 326]
 [  0 102]
 [529  95]
 [529 205]]","[[  0 191]
 [  0  24]
 [529  42]
 [529  79]]","[[  0 290]
 [  0  64]
 [529  64]
 [529 154]]","[[  0 234]
 [  0  74]
 [529  46]
 [529 107]]"
WW172S125GP10.mat,gaussian,5,q1,"[[  0 159]
 [  0  20]
 [529  28]
 [529  58]]","[[  0 274]
 [  0  93]
 [529  93]
 [529 190]]","[[  0 157]
 [  0  48]
 [529  48]
 [529  82]]","[[  0 198]
 [  0  47]
 [529  47]
 [529  72]]","[[  0 257]
 [  0  76]
 [529  67]
 [529 164]]","[[  0 279]
 [  0 114]
 [529 114]
 [529 177]]","[[  0 284]
 [  0  72]
 [529  72]
 [529 162]]","[[  0 260]
 [  0  77]
 [529  77]
 [529 158]]","[[  0 210]
 [  0  52]
 [529  34]
 [529  88]]","[[  0 274]
 [  0  82]
 [529  82]
 [529 190]]"
WW172S125GP10.mat,gaussian,5,avg_min_intensity,"[[  0  46]
 [  0   8]
 [529   8]
 [529  36]]","[[  0 318]
 [  0  97]
 [529  97]
 [529 196]]","[[  0 466]
 [  0 196]
 [529 196]
 [529 334]]","[[  0 237]
 [  0  21]
 [529  32]
 [529  70]]","[[  0 339]
 [  0 101]
 [529 111]
 [529 192]]","[[  0 349]
 [  0 142]
 [529 142]
 [529 206]]","[[  0 339]
 [  0 157]
 [529 152]
 [529 217]]","[[  0 294]
 [  0 101]
 [529 118]
 [529 152]]","[[  0 232]
 [  0  82]
 [529  76]
 [529 139]]","[[  0 262]
 [  0 112]
 [529 102]
 [529 130]]"
WW172S125GP10.mat,gaussian,7,q1,"[[  0 168]
 [  0  52]
 [529  33]
 [529  85]]","[[  0 270]
 [  0 115]
 [529 106]
 [529 176]]","[[  0 224]
 [  0  68]
 [529  49]
 [529 111]]","[[  0 201]
 [  0  59]
 [529  40]
 [529  98]]","[[  0 273]
 [  0  81]
 [529  81]
 [529 180]]","[[  0 199]
 [  0  62]
 [529  34]
 [529  59]]","[[  0 184]
 [  0  40]
 [529  49]
 [529  73]]","[[  0 161]
 [  0  55]
 [529  45]
 [529  76]]","[[  0 280]
 [  0 116]
 [529 116]
 [529 186]]","[[  0 169]
 [  0  32]
 [529  40]
 [529  67]]"
WW172S125GP10.mat,gaussian,7,avg_min_intensity,"[[  0  50]
 [  0   3]
 [529   3]
 [529  32]]","[[  0 244]
 [  0  83]
 [529  93]
 [529 147]]","[[  0 320]
 [  0  72]
 [529  98]
 [529 199]]","[[  0 352]
 [  0 186]
 [529 186]
 [529 259]]","[[  0 344]
 [  0 167]
 [529 194]
 [529 213]]","[[  0 279]
 [  0  80]
 [529  80]
 [529 122]]","[[  0 263]
 [  0 108]
 [529 108]
 [529 180]]","[[  0 245]
 [  0  86]
 [529  95]
 [529 119]]","[[  0 237]
 [  0  83]
 [529  87]
 [529 124]]","[[  0 337]
 [  0 183]
 [529 183]
 [529 258]]"
WW172S125GP10.mat,gaussian,9,q1,"[[  0 292]
 [  0 116]
 [529  99]
 [529 170]]","[[  0 287]
 [  0 118]
 [529 110]
 [529 166]]","[[  0 245]
 [  0  68]
 [529  68]
 [529 144]]","[[  0 277]
 [  0  90]
 [529  81]
 [529 175]]","[[  0 282]
 [  0 111]
 [529 137]
 [529 180]]","[[  0 274]
 [  0 113]
 [529 118]
 [529 182]]","[[  0 267]
 [  0  91]
 [529 128]
 [529 174]]","[[  0 218]
 [  0 103]
 [529  94]
 [529 134]]","[[  0 275]
 [  0  99]
 [529 117]
 [529 162]]","[[  0 221]
 [  0  67]
 [529  44]
 [529 142]]"
WW172S125GP10.mat,gaussian,9,avg_min_intensity,[],"[[  0 299]
 [  0  94]
 [529  94]
 [529 195]]","[[  0 336]
 [  0 167]
 [529 195]
 [529 214]]","[[  0 376]
 [  0 164]
 [529 173]
 [529 219]]","[[  0 274]
 [  0 102]
 [529  71]
 [529 161]]","[[  0 385]
 [  0 176]
 [529 194]
 [529 234]]","[[  0 264]
 [  0  95]
 [529  95]
 [529 147]]","[[  0 303]
 [  0 129]
 [529 147]
 [529 189]]","[[  0 306]
 [  0  93]
 [529  74]
 [529 185]]","[[  0 319]
 [  0 201]
 [529 182]
 [529 227]]"
WW172S125GP10.mat,gaussian,11,q1,"[[  0 224]
 [  0 107]
 [529  50]
 [529 131]]","[[  0 295]
 [  0 117]
 [529 108]
 [529 165]]","[[  0 174]
 [  0  52]
 [529  48]
 [529  81]]","[[  0 279]
 [  0  81]
 [529  81]
 [529 167]]","[[  0 283]
 [  0 112]
 [529 108]
 [529 190]]","[[  0 268]
 [  0 112]
 [529 103]
 [529 193]]","[[  0 206]
 [  0  57]
 [529  39]
 [529 122]]","[[  0 224]
 [  0  74]
 [529  83]
 [529 121]]","[[  0 213]
 [  0  71]
 [529  71]
 [529 111]]","[[  0 262]
 [  0  97]
 [529  83]
 [529 177]]"
WW172S125GP10.mat,gaussian,11,avg_min_intensity,[],"[[  0 227]
 [  0  87]
 [529  87]
 [529 119]]","[[  0 317]
 [  0 106]
 [529 102]
 [529 195]]","[[  0 298]
 [  0 179]
 [529 179]
 [529 214]]","[[  0 255]
 [  0  80]
 [529  90]
 [529 162]]","[[  0 303]
 [  0 179]
 [529 179]
 [529 200]]","[[  0 343]
 [  0 164]
 [529 172]
 [529 246]]","[[  0 278]
 [  0 135]
 [529 127]
 [529 186]]","[[  0 291]
 [  0  91]
 [529  99]
 [529 187]]","[[  0 261]
 [  0 127]
 [529 121]
 [529 168]]"
